nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Mariana Santacruz Valverde,mariana7039242@viajes.cl,mL5RdIQqAR,mariana6508951,+56 9 8163 3477,20870439,,Nocturno,Fonasa,Full time,7
Gabriela Roque Villalobos,gabriela8240729@viajes.cl,cteCZdbe4QO74Zpp,Gabrielavillalobos468,+56 2 2207 1091,18890637,,Diurno,Fonasa,Full time,0
Rosa Madera Santillán,romasa126@edubus.cal,7JdHR0eiVtAKDG,Rosasantillán363,+56 9 1988 2671,19597520,-7521,,,,5
Natalia Mondragón Paz,namopa833@viajes.cl,3HXugKN23oyEGk,natalia794438,+56 9 3106 5301,16279494,,,Más vida,Part time,9
Sr. Ángela Quintero Archuleta,Sr.archuleta598@edubus.cal,P2CmfgtnEbdp,sr.1326757,,19554501,,,,,4
Marco Antonio Lara Magaña,marco4750582@viajes.cl,6hfWoSnXHA4B,Marcomagaña366,+56 2 9705 3036,22137114,,Diurno,Más vida,Part time,3
Claudio Téllez Delapaz,claudio8130894@viajes.cl,X1xZ1XruESt,Claudiodelapaz706,+56 9 0190 8660,18879721,,Diurno,Consalud,Full time,0
Santiago Castillo Carrera,Santiagocarrera200@viajes.cl,JAepDvVDZqTr1n,sacaca904,+56 9 3319 8763,29919135,,Diurno,,Part time,4
Gerardo Morales Avilés,gerardo5212629@viajesanma.com,4BhmKgGEO6nsuH,gerardo2014678,+56 9 6512 5747,13693021,-6910,,,,4
Rodrigo Medina Gurule,rodrigo4341380@viajes.cl,fOtC20UjhPlm4xqV,Rodrigogurule442,+56 9 8318 4584,25150275,,Diurno,Colmena,Full time,7
Lorenzo Cabrera Arteaga,lorenzo3928225@viajes.cl,Ir6hrzvpj2b4eQ,locaar481,+56 9 7675 8498,19365932,,Diurno,,Full time,2
Carla Herrera Calderón,Carlacalderón117@viajes.cl,ba7Y4jcvSqZy1aB,Carlacalderón613,,18683795,,Nocturno,Colmena,Full time,9
Sra. Pedro Botello Valladares,sra.7294243@viajes.cl,3WXWFgZ5rw,Sra.valladares233,+56 9 3059 2952,28294569,,,Fonasa,Full time,K
Mario Ojeda Carranza,Mariocarranza215@viajes.cl,UQZcwZxr2lvn,Mariocarranza151,+56 2 2222 3344,27519370,,Nocturno,Consalud,Part time,4
Antonia Barraza Páez,anbapá260@wass.com,XLoVxyDsXshHo6nq,antonia1107746,,16319724,,,,,3
Ana María Abrego Alonzo,Anaalonzo110@viajes.cl,q7L54XNppSDTwO,ana458113,+56 9 1914 2397,27962671,,Nocturno,Colmena,Full time,0
Julia Tijerina Arredondo,julia1347590@viajes.cl,dHDx27pN57sCw,julia6088166,+56 9 9960 8788,13251998,,Nocturno,Banmédica,Full time,6
Eva Noriega Alejandro,Evaalejandro533@viajes.cl,5b2xKwhJW,Evaalejandro494,+56 2 3304 6068,25984952,,Diurno,Consalud,Full time,7
Santiago Anaya Rivas,Santiagorivas862@viajes.cl,H3d1guDnUBy,Santiagorivas596,+56 2 7648 8674,26021773,,Diurno,Más vida,Full time,9
Ester Salgado Cabán,essaca988@tourket.com,a8SX8yqhDIhX7,ester1305355,+56 2 3980 2428,17312787,-11715,,,,1
Josefina Jaramillo Piña,jojapi659@viajes.cl,adFIy5TACgrMH,Josefinapiña450,+56 9 1359 0767,23132095,,Nocturno,,Full time,4
Salvador Nieves Echevarría,salvador3819754@marmol.com,kNCs7rYI,saniec755,+56 2 8436 8767,11742721,,,,,8
Julio César Gutiérrez Villanueva,jucéguvi280@viajes.cl,YL9omS4J,jucéguvi741,+56 2 0963 3519,22881319,,Diurno,Colmena,Full time,2
Alberto Montalvo Molina,almomo841@viajes.cl,gB8X2rhnu,alberto6847135,+56 9 1507 8967,25852697,,Diurno,Fonasa,Part time,K
Ana María Garica Morales,anmagamo784@viajes.cl,FLP6svr6O1AW,Anamorales798,+56 9 6460 0207,13973209,,Diurno,Colmena,Part time,K
Elisa Hernández Puente,elisa6574220@viajes.cl,xgZ7uLnGwu6fwWp,Elisapuente768,+56 2 4188 0719,16693583,,Diurno,Consalud,Full time,0
Patricio Feliciano Estévez,Patricioestévez422@viajes.cl,nI5DepgzAzabcs,patricio1535402,+56 2 1510 8239,14844561,,Nocturno,Más vida,Full time,3
Sta. Guillermina Villaseñor Gálvez,sta.8698323@viajes.cl,wWo8fhAen,Sta.gálvez894,+56 9 4072 7688,24781129,,Diurno,,Part time,K
Concepción Acevedo Sepúlveda,concepción766750@viajes.cl,BErGK3dTQ,concepción8426335,+56 2 4300 1099,18390422,,Diurno,Consalud,Part time,1
Lucia Alejandro Bahena,lualba442@viajes.cl,A11v5cLST9,Luciabahena855,+56 9 7723 5498,10329825,,Nocturno,Fonasa,Part time,3
Ricardo Gil Partida,rigipa534@viajes.cl,G0GJMEtXJ5Hm,Ricardopartida536,+56 2 3489 2249,25412039,,Diurno,Banmédica,Full time,1
Eduardo Huerta Santiago,edhusa624@wass.com,CatVL70Ky,eduardo6749640,+56 9 6869 9967,27881342,,,,,8
Pilar Cantú Badillo,picaba895@viajes.cl,pUH6w3Nu,picaba301,+56 2 3687 1668,29415373,,Nocturno,Más vida,Part time,K
Hugo Mateo Barragán,humaba796@viajes.cl,myapkG3F9K,hugo9518103,+56 9 9393 2582,27321088,,Nocturno,Más vida,Full time,1
Claudio Soto Arroyo,claudio1581442@viajesanma.com,OugpZ8Rmv,Claudioarroyo224,+56 2 3087 9680,11686760,,,,,5
Sta. Julio César Chávez Olivera,stjucéchol772@viajes.cl,jvRItr3Hk9Rq,stjucéchol421,+56 9 0332 6771,20429599,,Nocturno,Fonasa,Full time,9
Raúl Alicea Mata,raúl1043440@viajes.cl,VAdxC8b43T2x8,raalma311,+56 2 6451 6838,22224221,,Nocturno,Más vida,Part time,5
Hugo Baeza Mesa,hubame100@viajes.cl,O1R2aizbSIujJ9rs,hubame578,+56 2 7438 3175,18781709,,Nocturno,Más vida,Part time,9
Adán Botello de Jesús,adán1013962@viajes.cl,hTA2AXcpeBcrW,adán3452825,+56 9 8745 0899,15313970,,Diurno,,Full time,9
Emilio Benavídez Arreola,Emilioarreola638@viajes.cl,7BHDbDLb3,emilio1066949,+56 2 4147 9712,14781366,,Nocturno,Más vida,Full time,K
Alberto Aguilera Saldaña,Albertosaldaña982@wass.com,jfSHJR3QI,alberto796465,+56 9 3618 9536,12152042,,,,,7
Francisca Urías Echevarría,francisca2718680@edubus.cal,3kTfkbldDJGl,francisca6572751,+56 2 4336 1069,16897529,-3186,,,,5
Irene Piña Pizarro,irpipi229@viajes.cl,qa3fOxRg1uT757EP,irpipi932,+56 2 2359 6004,22248673,,Diurno,Fonasa,Part time,4
Sta. Rocio Segura Alba,stroseal875@viajes.cl,ky9VhgDBz8Y,sta.3149420,+56 9 3257 1590,22185066,,Diurno,Colmena,Part time,1
Sr. Homero Guerra Hidalgo,srhoguhi542@outluc.com,8LTZ7HesB,srhoguhi561,+56 2 5191 9596,17975487,-7703,,,,8
Carlos Noriega Tapia,Carlostapia868@wass.com,8oMNjMtdJrmQUBRf,carlos9263831,+56 9 9779 8146,26922040,-1792,,,,6
María Aranda Becerra,Maríabecerra494@viajes.cl,tEs0wYMSHylqQ,Maríabecerra650,+56 2 3875 6556,16220781,,Nocturno,Consalud,Part time,4
José Eduardo Hurtado Loya,Joséloya848@viajes.cl,2XqdKq2kekRY8rcx,joedhulo934,+56 2 0470 4477,28594697,,Diurno,Consalud,,2
Salvador Araña Mata,salvador7196389@outluc.com,3lKpHUPws2L,Salvadormata832,+56 2 7992 4404,12374731,-16050,,,,3
Rosalia Villa Negrete,rosalia9151870@tourket.com,Y8BZvYrm9u3a,rosalia6826564,+56 9 4337 9349,18670594,,,,,7
Joaquín Ulibarri Beltrán,joulbe128@viajes.cl,7e9ZcMRyQv,joulbe359,+56 9 0431 2526,14784946,,Diurno,Consalud,Full time,K
Mateo Escobar Collado,Mateocollado527@viajes.cl,8CsQhGzpwg4qNX1,maesco318,+56 2 3666 2971,19690002,,Nocturno,Consalud,Full time,0
Amalia Orosco Adame,Amaliaadame525@viajes.cl,A6JJvQdqHqiRSLG2,amalia7753386,+56 2 8160 3692,19863471,,Diurno,Colmena,Full time,9
Blanca Villalpando Jurado,blviju147@tourket.com,WyWjtMwRHI42wfy,blviju839,+56 2 9001 1125,24700541,-1201,,,,2
Gabriel Oquendo Chacón,gabriel1504795@viajes.cl,dQQUp8IzUaVtgpc,gabriel4692168,+56 9 4869 5646,15252304,,Nocturno,Fonasa,Part time,1
Sr. José María Sarabia Macías,sr.8735344@viajes.cl,h0JXa1qeGMJU,sr.6718987,+56 2 8460 2182,15932126,,Nocturno,,Full time,6
Tomás Sanches Espinal,Tomásespinal733@wass.com,INMcqRtbk82,tomás8582323,,24561098,,,,,K
Sr. Octavio Bermúdez Gaona,srocbega579@viajes.cl,pT0mLQ0ge,sr.3627284,+56 9 4640 7380,28263230,,Diurno,Fonasa,Part time,6
Ana Luisa Espino Toro,Anatoro616@viajes.cl,b38fiGfA,anluesto494,+56 9 3059 6333,18726200,,Diurno,Banmédica,Part time,3
Rosario Salinas Navarro,rosario675411@wass.com,USFV4iDf2St9U,Rosarionavarro982,+56 2 6121 5526,17503180,,,,,4
Salvador Razo Sisneros,Salvadorsisneros837@viajes.cl,TWWpai8Ahy06L,Salvadorsisneros277,+56 9 4555 4027,15776272,,Nocturno,Fonasa,Full time,9
Marisol Cazares Canales,marisol5737307@viajesanma.com,C6NAFq403siVJd,Marisolcanales356,+56 2 6076 7795,22262655,-10504,,,,2
Sta. Pilar Ríos Enríquez,stpiríen858@viajes.cl,VrTVCa2bxk,sta.7445674,+56 2 0245 9663,29662879,,Diurno,Más vida,Part time,4
Francisca Burgos Correa,frbuco604@viajes.cl,xhY8eRGY,Franciscacorrea563,+56 2 4299 9172,11460647,,Diurno,Fonasa,Part time,2
Sta. Marilu Bustos Rolón,stmaburo600@edubus.cal,4jcfUbAhX0WzGSA8,stmaburo880,+56 9 3958 2102,20850680,,,,,3
María Luisa Carranza Ruiz,malucaru511@viajes.cl,CNyLaMcJ3,Maríaruiz892,+56 9 7685 9832,24939971,,Nocturno,Banmédica,Full time,K
Leticia Carreón Barragán,lecaba295@marmol.com,rkrCH8qvwnZO5We,leticia801255,+56 9 2359 6536,15511593,-6132,,,,9
Sr. Mercedes Carreón Ceja,Sr.ceja795@viajes.cl,t5ASPfCd6BrEc,srmecace629,+56 2 6192 4312,10897821,,Nocturno,Fonasa,Part time,K
Julio Arce Roldán,Julioroldán951@outluc.com,ctPM2n8l8,Julioroldán816,+56 2 5833 7602,19381732,,,,,7
María José Caraballo Verdugo,maría3991976@viajes.cl,jiEEmi1iN,Maríaverdugo616,+56 2 4081 9512,24729206,,Nocturno,Consalud,Full time,3
Alejandro Alva Monroy,Alejandromonroy353@viajes.cl,lE9rI9m1oT,alalmo618,+56 9 5630 2050,21926609,,Nocturno,Más vida,,K
Mariano Godínez Pérez,Marianopérez502@viajes.cl,2ETEPk0x,magopé941,+56 2 9872 7565,16165631,,Diurno,Fonasa,Full time,3
Raúl Espinal Becerra,raúl9292389@wass.com,aH7glR7EA46fjZb,Raúlbecerra522,,18366873,,,,,0
Marcela Alfaro Loera,maallo823@viajes.cl,p3ve0DYILfG0c9h,Marcelaloera788,+56 9 3904 2449,19267460,,Nocturno,,Part time,3
Sta. Hernán Caldera Reyes,sta.6273940@viajes.cl,lQXILGb25,sthecare937,+56 2 4350 3483,10406866,,Diurno,Banmédica,Full time,9
Julio Espinosa Colón,julio6692906@viajes.cl,t62ogElD74jBw,Juliocolón781,+56 9 1587 9488,12473388,,Nocturno,Fonasa,Part time,K
Víctor Adorno Sedillo,víctor4658817@viajes.cl,zgHyaGj2,víadse105,+56 9 7992 0347,17332568,,Nocturno,Banmédica,Part time,1
Sra. Carla Montañez Cotto,sra.3003957@viajes.cl,jp9YYqYWZyEJ,sra.2998642,+56 2 7533 7004,13347823,,Diurno,Banmédica,Part time,K
Rodrigo Cintrón Solís,Rodrigosolís188@viajes.cl,ruGgPLKBm7gNeG7f,rociso173,+56 9 1420 8683,23527009,,Nocturno,Colmena,Full time,9
Gregorio Lugo Bahena,gregorio2059471@viajes.cl,XzLN5wUfhbXjwg,gregorio4360552,+56 9 1416 4031,11184295,,Nocturno,Banmédica,Part time,7
Dorotea Abreu Espinosa,doabes349@viajes.cl,rbgKHak3CqnRZ1,dorotea9540416,+56 9 2613 3051,17788214,,Nocturno,Fonasa,Part time,3
Lourdes Fonseca Cardenas,lourdes1987188@edubus.cal,RDacLK00UsL,Lourdescardenas630,+56 2 9484 9188,27640946,,,,,8
Estela Delagarza Barreto,estela8497596@outluc.com,IGbQHLbK5y3i,esdeba923,+56 2 1314 7738,24509604,,,,,6
Sr. María Soledad Duarte Espinal,srmasodues715@viajes.cl,W96nlTXCcp,srmasodues432,+56 2 3237 4039,25604726,,Diurno,Colmena,Full time,8
Sra. Alejandra Rentería Jasso,sra.3036357@viajes.cl,UtTxxxXe2tXxia,sralreja663,+56 9 9614 4752,23582557,,Nocturno,Fonasa,Part time,0
Sra. Conchita Tejeda Pedroza,srcotepe595@viajes.cl,FTOo2VSxpv0Alg,sra.5133153,+56 9 3932 5260,11146858,,Nocturno,Banmédica,Full time,3
Hernán Heredia Montenegro,hehemo531@viajes.cl,pT9FXp5hrUrMCI,hernán4780267,+56 2 6604 7786,21877229,,Nocturno,Consalud,Full time,3
Jerónimo Tapia Ramón,jetara275@marmol.com,dfIXRMQ8,jerónimo720920,,13330748,-5193,,,,6
Mariana Barragán Zelaya,Marianazelaya163@viajes.cl,dHMi7m7Fxf,mabaze141,+56 2 7496 7255,17912713,,,Más vida,Part time,K
Elvira Domínguez Hinojosa,Elvirahinojosa356@viajesanma.com,DzKWKPV5jxapRVZ,eldohi568,+56 2 7657 6518,15218202,,,,,3
César Badillo Hurtado,cébahu990@viajes.cl,5wW73OJr3QD27mSZ,Césarhurtado886,+56 9 0594 7201,27497468,,Diurno,Fonasa,Part time,0
Sta. Sancho Ceja Molina,stsacemo586@viajes.cl,Mh8Xoy8Tl,Sta.molina775,,11515322,,Nocturno,Más vida,Full time,6
Patricio Armijo Alanis,paaral909@viajes.cl,eiwP0LU9UvC,patricio9886398,+56 9 2802 1702,18588141,,Nocturno,Banmédica,Part time,5
Teresa Jimínez Ballesteros,teresa7800695@viajes.cl,7CfFwqOFtCGG9TJ,teresa8935804,+56 2 8835 8331,12718659,,,Banmédica,Part time,6
Teodoro Zaragoza Páez,Teodoropáez479@viajes.cl,hQvBwMEqg4,Teodoropáez140,+56 2 7939 2446,14648396,,Nocturno,Banmédica,Part time,8
Andrés Rivera Delarosa,andrés6545340@viajes.cl,A6ImtX8NUGx7Cimi,andrés4143427,+56 2 6770 5996,12521867,,Diurno,Colmena,Part time,9
Sra. Joaquín Escalante Casárez,sra.5402172@viajes.cl,evcvs0tOEKs2L,srjoesca522,+56 9 3108 9697,25543274,,Nocturno,Más vida,Full time,5
Sr. Cecilia Tejeda Limón,sr.2886831@viajes.cl,49U1c6wFiFe,sr.8326492,+56 9 2518 0807,15891718,,Diurno,Colmena,Full time,1
Óscar Sosa Concepción,óscar2920749@viajes.cl,cAca58r0UKmeblW,óscar4019431,,19793445,,Nocturno,,Full time,K
Luisa Alvarado Salazar,Luisasalazar159@viajes.cl,X2Gttip8d7J1xda,Luisasalazar871,+56 2 4215 1165,10048907,,Nocturno,Banmédica,Full time,4
Horacio Verdugo Aparicio,Horacioaparicio754@viajes.cl,JmEtrH9P,horacio9029452,+56 9 4777 2619,19782788,,Nocturno,Colmena,Part time,2
Germán Ramón Cano,germán782451@viajes.cl,TaTbL96a,Germáncano901,+56 9 1486 6958,29054880,,Nocturno,Más vida,Part time,2
Sonia Grijalva Zamudio,sogrza951@viajes.cl,qPmWeR93k3J,sonia4000143,+56 9 4442 6557,19918036,,Diurno,Más vida,Full time,3
Alejandra Mojica Quezada,Alejandraquezada149@viajes.cl,EooA5TlIW0kuY4,Alejandraquezada529,,22096884,,Nocturno,Banmédica,Part time,7
Marcos Godínez Ledesma,Marcosledesma340@viajes.cl,wHrJMGrqZWyvIc1b,magole185,,13922376,,Diurno,Consalud,Full time,4
María del Carmen Orozco Banda,Maríabanda906@marmol.com,n19wcmMOhN5eRurQ,madecaorba744,+56 9 4605 5470,22296202,-3242,,,,1
Emilio Villagómez Montez,emilio6174885@viajes.cl,DpBeZHdC5h,Emiliomontez642,+56 2 1303 0247,18465346,,Nocturno,Consalud,Full time,K
Esteban Peña Marroquín,espema328@viajes.cl,LyTqZf45,esteban2605669,+56 9 2839 6585,17349542,,Diurno,Más vida,Full time,0
Lourdes Bueno Rosario,lourdes8108716@viajes.cl,u0MWE8RXztnD1L,lourdes7247934,+56 2 3923 4085,17237392,,Nocturno,Banmédica,Part time,5
Sta. Luis Molina Guerrero,stlumogu418@viajes.cl,GWx4T8mtKGoSnP8,stlumogu290,+56 9 0216 2477,12747928,,Nocturno,Colmena,Full time,3
Sra. José Luis Benavídez Leyva,Sra.leyva287@viajes.cl,1NEgR8eF,srjolubele341,+56 2 9410 8874,15151354,,Diurno,Banmédica,Full time,9
Cristobal Cintrón Zamudio,cristobal8378989@viajes.cl,zoHkXsQ0WEyPRQ37,Cristobalzamudio141,+56 9 4610 0932,27406621,,Nocturno,Colmena,Full time,0
Teresa Amaya Gálvez,Teresagálvez741@viajes.cl,ch6vl3zukB6h,teresa620260,+56 9 3102 0338,19221965,,Nocturno,Consalud,Full time,5
Carla Meléndez Vega,Carlavega155@viajes.cl,n32opYfgmIoV6Q6g,carla528680,+56 2 5206 3221,13383576,,Nocturno,Más vida,Full time,8
Sta. Marco Antonio Granados Pantoja,Sta.pantoja641@viajes.cl,h6ArR35qc6,stmaangrpa846,+56 9 3498 8963,24261150,,Nocturno,Consalud,Part time,0
Benjamín Vázquez Ferrer,beváfe523@edubus.cal,tL8hE17K85tnM,Benjamínferrer647,+56 9 1277 7663,24558553,,,,,5
Ester Godoy Marrero,ester2567245@outluc.com,2rx6TWDJEMmwH,ester3421385,+56 2 8328 6403,11963217,,,,,K
Vicente Corral Jaramillo,vicente9770936@viajes.cl,2x6TeBX63ZW,Vicentejaramillo317,+56 9 8835 2324,12651944,,Diurno,Banmédica,Full time,3
Sta. Jaime Razo Beltrán,stjarabe770@viajes.cl,6DacsK2r,Sta.beltrán410,+56 9 6196 1814,17437337,,Nocturno,Colmena,Full time,K
Marco Antonio Gil Cantú,maangica654@viajes.cl,nyZNJeHo1c0,maangica434,+56 9 8484 7218,18961213,,Nocturno,,Part time,3
Jorge Padilla Burgos,jopabu104@viajes.cl,itD6XMKZ6mWRLpaV,jopabu603,+56 2 6412 9252,23557279,,Nocturno,Banmédica,Full time,6
Cecilia Ortiz Rivero,ceorri698@viajes.cl,Qq8gewHmL6clCgP5,cecilia545388,+56 9 2784 0215,23714965,,Diurno,Más vida,,3
Sra. Eduardo Alcala Tovar,sredalto390@outluc.com,y11YLwUEIN,sra.7782574,+56 9 3660 2332,24519556,,,,,7
Rocio Carrasco Grijalva,Rociogrijalva411@viajes.cl,3gzzNm73Bo,rocagr434,,15220052,,Diurno,Consalud,Part time,8
Lourdes Preciado Zaragoza,loprza635@tourket.com,WVboZ4P3dJWG,loprza341,+56 2 4043 5480,28658802,,,,,6
Ariadna Juárez Santillán,Ariadnasantillán182@viajes.cl,DKhCnqNAJgc1kh,arjusa646,+56 2 0239 8204,10254997,,Nocturno,Banmédica,,K
Concepción Hernández Castellanos,coheca878@viajes.cl,RwvaeckYIS6ET7L6,coheca463,+56 2 4846 4717,28762106,,Diurno,Banmédica,Full time,K
Alicia Carrasco Ballesteros,alcaba134@viajesanma.com,JVmLVu9Rf5U,Aliciaballesteros896,+56 9 2480 6973,28194843,,,,,1
Timoteo Alcaraz Ortega,Timoteoortega395@viajes.cl,beY4Ezaw,timoteo1601339,+56 2 9395 4463,27130636,,Nocturno,Fonasa,Part time,9
María Luisa Lemus Feliciano,Maríafeliciano394@viajes.cl,nbh8DljE,Maríafeliciano951,+56 2 4366 8693,26417772,,Nocturno,Colmena,Part time,3
Fernando Ocasio Lomeli,Fernandolomeli208@viajes.cl,GMe1sePygA3,Fernandolomeli357,+56 9 5585 1733,10055074,,Diurno,Consalud,Full time,1
Sr. Roberto Arredondo Cuellar,srroarcu667@viajes.cl,38Ymwj1MfJ,sr.7589213,+56 2 4330 1524,24866010,,Nocturno,Fonasa,Part time,4
Claudio Meléndez Aragón,Claudioaragón524@viajes.cl,bBGmCzQYGNh1ku,claudio7091810,+56 9 6376 1640,17358951,,,Más vida,Part time,4
Gerardo Dueñas Ortiz,geduor743@viajes.cl,AGLBk3Kx5,gerardo3150665,+56 9 7435 0074,18415185,,Diurno,Colmena,Part time,5
Patricia Robles García,paroga838@viajes.cl,k4N7qpGq4mNTRVE,patricia324425,+56 2 6466 5630,13243558,,Nocturno,Fonasa,Part time,8
Beatriz Fuentes Esparza,beatriz7735309@viajes.cl,oPwhzp82W8bW,beatriz442905,+56 9 6173 2944,10263434,,Diurno,Más vida,Full time,9
Marcos Sierra Peralta,Marcosperalta478@viajes.cl,N31RpqerXVQ,Marcosperalta470,+56 2 7299 9671,18623519,,Diurno,Colmena,Part time,3
Ignacio Farías Ordóñez,Ignacioordóñez826@viajes.cl,5dzkzkV0KNt,ignacio6396912,+56 9 1125 8771,18254056,,Nocturno,Más vida,Full time,0
Horacio Rivero Lozada,horilo469@viajes.cl,T4gU4rpOFrV,horilo559,+56 9 1999 1333,25360381,,Nocturno,Colmena,Part time,K
María Teresa Jiménez Baeza,matejiba709@viajes.cl,c4AtYRy38VNd,matejiba639,+56 9 0889 5018,18897700,,Nocturno,Más vida,Full time,6
Julio Uribe Prieto,Julioprieto485@viajes.cl,8ti8A7HmCzT,julio2867715,,20804158,,Nocturno,Fonasa,Full time,4
Elena Hurtado Narváez,elhuna946@viajes.cl,157czVK3R,elhuna922,+56 9 7518 3682,15985119,,Nocturno,Fonasa,Part time,2
Carlota Zaragoza Badillo,cazaba427@viajes.cl,8lnhK1NrCls48pFB,carlota7819921,,10574098,,Diurno,Fonasa,Full time,0
Sta. Jesús Nieves Pelayo,sta.8501502@viajes.cl,MV9HktYi3B1Fw,stjenipe274,+56 2 5196 6669,28340287,,Nocturno,Colmena,Full time,8
Sta. Fernando Treviño Delafuente,stfetrde316@viajes.cl,NAlp8d1U74n5,Sta.delafuente908,+56 9 2818 2368,23497280,,Diurno,,Full time,4
José Balderas Lerma,josé4978470@viajes.cl,e4x1yHGE,josé5307430,+56 9 9755 5398,25786553,,Nocturno,Consalud,Full time,3
Alejandro Nava Niño,alejandro3541653@viajes.cl,sE0Lcc3pbh,alnani131,+56 2 1200 0241,16174924,,Nocturno,Banmédica,Part time,9
María Soledad Benavídez Alonzo,Maríaalonzo778@viajes.cl,65HNBMxZMGEx,maría5122681,+56 2 6477 7154,22755405,,Diurno,Colmena,Full time,3
Arturo Abreu Maldonado,arabma748@viajes.cl,mzSbc7Cz,arturo2234910,+56 9 4338 7773,13255835,,Nocturno,Más vida,Part time,3
Reina Jiménez Alcala,rejial539@viajes.cl,C7wi4HEv,rejial112,+56 9 0601 5884,16393226,,,Banmédica,Part time,1
María José Zúñiga Samaniego,majozúsa208@viajes.cl,59Wm3avlFe3nmM,majozúsa995,+56 2 3544 5410,17328000,,Diurno,Consalud,Full time,9
Sra. Diego Ordóñez Chavarría,srdiorch725@viajes.cl,f0YJpFd7aK98,Sra.chavarría905,+56 2 0012 9420,13286020,,Nocturno,,Part time,3
Cristobal Pacheco Armas,crpaar994@marmol.com,5xSDgPSuGX6,crpaar403,+56 2 2411 8326,24888568,-9647,,,,8
Blanca Partida Vigil,blpavi311@edubus.cal,kO9uS01eijK3bQTQ,blanca4081402,+56 9 1337 2591,15335081,-12795,,,,7
Alejandra Rascón Murillo,Alejandramurillo755@viajes.cl,FmEfRMuT2I0,alejandra9062594,+56 2 0526 9656,14238587,,Nocturno,Colmena,Full time,2
Julio Chapa Alva,Julioalva805@tourket.com,dIyhp7G9FXxR,julio7612202,+56 2 3096 9134,12929070,,,,,6
Sra. Francisco Vargas Parra,Sra.parra695@edubus.cal,EOywyKv1SofB,srfrvapa188,+56 2 6662 4636,17948810,,,,,8
Felipe Peralta Caraballo,Felipecaraballo409@wass.com,Ht8a4m1juDA8Yv8c,felipe7978241,+56 9 4619 7695,21122541,,,,,6
José Eduardo Sepúlveda Bañuelos,Josébañuelos691@viajes.cl,jQCxc2xZ,Josébañuelos605,+56 9 3934 5266,15831353,,Nocturno,Más vida,Part time,7
Sr. Arturo Chávez Mesa,srarchme180@edubus.cal,Sb3ITz527UkcH,srarchme365,+56 9 1723 2804,18057590,-6503,,,,1
Víctor Carrera Paz,Víctorpaz903@viajes.cl,6wvT9570lx5Cv,Víctorpaz210,+56 9 0439 0200,26321216,,Nocturno,,Full time,9
Felipe Saiz Tijerina,Felipetijerina684@viajes.cl,gffEWi9T,felipe7754953,+56 2 7419 4625,17873684,,Nocturno,,Full time,1
Adela Polanco Lugo,Adelalugo832@viajes.cl,eYsVIStui07lv,Adelalugo321,+56 9 8108 3794,25543500,,Diurno,Fonasa,Part time,0
Yolanda Rolón Maestas,yolanda4808953@viajes.cl,MhwqrtG2o8,yoroma629,+56 9 5216 6274,12825550,,Diurno,Colmena,Part time,8
Micaela Gallardo Rangel,migara979@viajes.cl,xWt0k8Cl3aESy6X,Micaelarangel671,+56 2 7830 4704,29929457,,Diurno,Consalud,Full time,9
Elena Villegas Almonte,elena8119346@viajes.cl,RGju4r8cF,elena7872403,+56 9 7127 3141,24337263,,Diurno,,Part time,1
Yolanda Garay Saldaña,Yolandasaldaña566@viajes.cl,HCEg9yp1QKvSE,yolanda2799960,+56 2 4761 5615,11620727,,Diurno,,,3
Sr. Gloria Domínquez Tirado,Sr.tirado913@outluc.com,xcOaWS72qo2bXP94,srgldoti200,+56 2 1269 1976,27544683,-11868,,,,1
Marcela Pelayo Chavarría,mapech560@viajes.cl,d8tXN6A17iZvaHe,mapech902,+56 2 0773 2732,18965695,,,Fonasa,Full time,5
Germán Villegas Suárez,Germánsuárez277@viajes.cl,wFaf2ZiBSuvB51C,gevisu798,+56 2 1270 2856,12431816,,Nocturno,Fonasa,Part time,5
Mariano Jurado Delgado,majude480@viajes.cl,TRjC0rW6F9U,Marianodelgado808,,16747172,,Nocturno,Más vida,,2
Luis Carrera Vera,Luisvera478@viajes.cl,gLPPkiN4C9VmCdWL,Luisvera628,+56 9 9481 0628,17424026,,Diurno,Banmédica,Part time,4
Gloria Arreola Elizondo,Gloriaelizondo242@wass.com,2gTJG7fb,gloria1140325,+56 2 8185 2241,17728010,,,,,0
Lilia Jáquez Campos,lijáca667@viajes.cl,EC4WLmAoMjBgt,Liliacampos214,+56 2 2142 6428,11372414,,Diurno,Banmédica,Full time,5
Sr. Concepción Montero Marrero,Sr.marrero675@wass.com,Cb7dY8jkOqTY,sr.1863151,+56 9 5118 2137,10262807,-10348,,,,1
Cristobal Carreón Tijerina,cristobal9956481@viajes.cl,HvwmLDO9V,Cristobaltijerina651,+56 2 5445 3865,21533520,,Diurno,Consalud,Full time,8
Guillermina Cuellar Aguirre,gucuag705@viajesanma.com,B7cVJFnZ,Guillerminaaguirre821,+56 2 9543 5719,20063030,,,,,0
Silvia Parra Santacruz,Silviasantacruz103@viajes.cl,UElsjFTkhu2L,silvia4750813,+56 9 9397 5916,28115789,,Nocturno,Fonasa,Part time,2
Guillermina Rivera Bahena,guriba604@viajes.cl,mjc1GLvWNoeQRGkg,Guillerminabahena179,+56 2 0586 7938,15891432,,Nocturno,Banmédica,Full time,8
Micaela Jaime Águilar,micaela3633872@viajes.cl,4OYrEff7XcDpc1M,micaela9204364,,26344475,,Nocturno,Fonasa,Part time,2
