nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Sra. Diego Ávalos Montañez,Sra.montañez414@edubus.cal,P7aZEj2g7m7sU,sra.8769932,+56 2 3935 4481,6136569,17070,,,,9
Mariana Lucero Zepeda,maluze970@viajesanma.com,QJUUKufCyMn23hA,maluze573,+56 9 7342 9419,4853794,0,,,,4
Carlos Alarcón Ferrer,,bsSwFFO9cFBsEoX,Carlosferrer394,+56 2 7850 6632,23821370,10388,,,,3
Sta. Lorenzo Santiago Valles,stlosava427@viajes.cl,gfU8F0DrZAV6u2SV,,+56 9 5561 4674,429551,,Nocturno,Banmédica,,K
Maricarmen Armas Molina,maricarmen6071837@viajes.cl,vq82ZjojxRJd2u,maarmo459,+56 9 4832 3195,7243313,,Nocturno,Más vida,Full time,0
Lola Zúñiga Rico,lozúri351@outluc.com,GTZ9p1j4R6X3,,+56 2 5771 5974,6545398,10329,,,,3
Sra. Carlota Villareal Pagan,srcavipa609@marmol.com,,srcavipa443,+56 2 1040 6596,2066898,9097,,,,9
Ramón Pichardo Collazo,ramón1222984@viajes.cl,nigE3Gab3BG4,Ramóncollazo576,+56 2 2138 3519,6095063,,Nocturno,Fonasa,Part time,6
Sra. Adán Araña Colunga,sradarco814@marmol.com,XcV8G2Dt25,sradarco327,+56 9 2355 3576,,4380,,,,
Débora Estrada Campos,débora7235789@edubus.cal,,Déboracampos557,+56 9 2189 5648,12780637,13377,,,,3
Raquel Alonso Jaramillo,Raqueljaramillo885@viajes.cl,V1vf7YyGnJuoLVZI,,+56 9 2706 8978,7471078,,,Más vida,Part time,6
María José Maya Rosario,Maríarosario889@viajesanma.com,8WTZBkxb7sJnKGfg,,+56 9 9005 6535,9460570,,,,,9
Cristian Armendáriz Palomino,,eh95DlVFDFi,crarpa941,+56 9 6254 4281,1087863,9812,,,,2
Mónica Franco Burgos,Mónicaburgos781@tourket.com,0Z0pU5P9,mónica1025308,+56 2 1386 4699,5621400,,,,,3
Marta Casanova Valverde,Martavalverde740@outluc.com,09eXql6U,Martavalverde205,+56 2 3002 6362,7267909,6295,,,,1
Jesús Segura Hurtado,jesehu116@wass.com,ciRoJcy8o,jesús7262392,+56 9 2366 4052,6241686,1178,,,,6
Mercedes Curiel Gollum,mercedes966447@viajes.cl,FATV3i1uS0,Mercedesgollum193,+56 2 6465 4987,4287510,,Nocturno,Banmédica,Part time,4
Josefina Salinas Olivares,Josefinaolivares376@outluc.com,KJrcK2DQNsb,josefina9635636,+56 9 7470 4423,,11566,,,,
Marcos Pérez Enríquez,marcos3611741@outluc.com,,,+56 2 0729 8024,20923350,5681,,,,9
Sr. Julio César de Jesús Loya,,K7M6AfvxL,srjucédejelo472,+56 9 3149 4727,24306276,0,,,,4
Nicolás Tapia Moya,nitamo315@viajes.cl,Qitww04o,Nicolásmoya807,+56 2 8091 8123,3025093,,,Fonasa,Full time,1
Ana María Serrano Villalobos,anmasevi543@viajes.cl,TfPP8kLBIf5AS96,ana9355335,+56 9 3712 5550,8881713,,Diurno,Fonasa,Full time,3
David Tapia Cadena,,R7Lw3uZ4DErKPnF,,+56 9 2266 6173,7965501,0,,,,5
Inés Arriaga Alva,inaral526@viajesanma.com,F77WTUDDxbCg5N,inés4698944,,5677551,0,,,,K
Julio Gamboa Montoya,julio8213563@viajes.cl,r3Xq2g46fYV,julio5621444,+56 9 2107 0485,2699842,,Nocturno,Colmena,Full time,5
Isabel Barrios Quesada,,3udA3xSUvqnZl,isabel3627113,+56 2 7691 5780,22210249,,Nocturno,Colmena,Part time,9
Cecilia Almaraz Lomeli,Cecilialomeli696@tourket.com,,ceallo528,+56 2 9733 3854,27986858,12480,,,,7
Sta. Teodoro Noriega Collado,Sta.collado409@viajesanma.com,m8hP8ZVdDAeKz,Sta.collado531,+56 2 1312 2603,8774864,7857,,,,2
,Sta.alcaraz990@wass.com,1LwnpEZQ,sta.1322360,+56 9 2099 4175,14962725,0,,,,1
Manuel Lerma Carrion,,lm9ri3gnKdEnI,manuel7878178,+56 2 5090 5887,5273202,1629,,,,6
Sta. Jacobo Flores Cordero,stjaflco178@viajesanma.com,6EEEFkdY7V0W,Sta.cordero723,+56 2 3604 3588,4258425,12699,,,,8
Santiago Moya Rangel,santiago5940278@viajes.cl,0Y0foTabJo,santiago7197742,+56 9 8155 7974,2706834,,Nocturno,Consalud,Part time,0
Alfredo Angulo Pabón,,OZcrtd2Pb7nQ15,,+56 2 7188 7032,21651457,11308,,,,2
Blanca Nieto Pichardo,blanca6896603@viajes.cl,Yvz8LjBUdz14,blanca8595977,+56 9 7401 1454,7844812,,Diurno,,Full time,1
Rocio Berríos Lozano,robelo841@viajes.cl,,,+56 2 5449 9506,23664186,,Nocturno,Consalud,Part time,4
Sr. Ester Villagómez Ortiz,sresvior750@outluc.com,JO3i0nFhpY7K4K6,Sr.ortiz842,+56 9 2658 1899,6203679,0,,,,6
Miguel Ángel Cervantes Robles,miguel9141123@viajes.cl,ek1b4gPOY1,Miguelrobles364,+56 9 1034 1178,2341192,,Nocturno,Más vida,Part time,K
Gerardo Velasco Almaraz,gerardo956789@edubus.cal,2iL3zGXOPxt,gerardo8692514,+56 2 1328 2281,,2721,,,,
Teresa Enríquez Reyna,teenre998@edubus.cal,C8h8ns0zXQNmz,,+56 2 2068 3233,25651099,5010,,,,5
Sofia Aparicio Cazares,Sofiacazares811@wass.com,LV0mRjB5Oz,sofia6054596,+56 2 1196 9030,5208515,14685,,,,2
Reina Robles Cepeda,,V5FJxEu5,Reinacepeda463,+56 2 4402 3709,24102900,0,,,,K
Sr. Barbara Ochoa Bustamante,Sr.bustamante598@outluc.com,,sr.6086277,+56 2 4082 3139,28151776,2960,,,,7
Raúl Espinal Carvajal,raesca493@viajes.cl,gfpV0c26x8n4,raúl4945560,+56 2 1073 5918,8808592,,,Fonasa,Full time,2
Rodrigo Granado Ortiz,rodrigo8504910@marmol.com,V15lB3eEWoicQw5,Rodrigoortiz122,+56 2 0189 6489,5293436,0,,,,2
Julio Rangel Urrutia,Juliourrutia198@edubus.cal,2TArhWz0ha7IMtY,,+56 9 3419 4955,-27709102,0,,,,K
,japaca917@viajes.cl,ueco49iINF76,jacobo4017227,,7754927,,Nocturno,Colmena,Part time,7
,Soniamonroy754@viajes.cl,,Soniamonroy360,,2810968,,Nocturno,Banmédica,Full time,7
Sr. Lorena Villarreal Alvarado,srlovial552@outluc.com,c7JuOKaxXoXd,Sr.alvarado841,+56 2 9794 8039,645665,,,,,0
Marco Antonio Olvera Arroyo,marco9528241@viajes.cl,,marco3023533,+56 9 5843 0802,29241399,,Nocturno,Banmédica,Part time,8
Julia Perea Arteaga,Juliaarteaga578@edubus.cal,xkYsNW0ND,julia3235764,+56 9 5100 4671,,16762,,,,
,Jesúshurtado122@edubus.cal,t0RrA4Z3QLuLzY5,Jesúshurtado934,+56 9 5356 0688,26389198,2880,,,,8
Marisol Soto Gaitán,Marisolgaitán574@wass.com,eltIuCRnknss8R,Marisolgaitán462,+56 9 6350 7908,-7996310,0,,,,0
Alejandra Alvarez Quiñónez,alalqu323@edubus.cal,LptuoP1XrsTw,Alejandraquiñónez576,+56 9 0531 7260,5154219,4686,,,,3
Juan Carlos Rendón Arroyo,juan5231635@marmol.com,GprW1yHn,jucarear810,+56 2 5348 8629,-17340811,19186,,,,0
Sra. Daniel Zaragoza Lozano,Sra.lozano349@viajes.cl,3sIITye9zf6p,Sra.lozano681,,6941052,,Nocturno,Banmédica,Full time,9
Sta. Marisol Tirado Nieves,stmatini267@marmol.com,vCmEk1YA,stmatini140,+56 9 1179 7917,-21782147,13937,,,,9
,Nataliapreciado290@edubus.cal,cLoXSDQj36WDq,natalia4092867,+56 2 4813 3693,28089242,6517,,,,4
Jorge Alvarez Tamayo,joalta315@viajesanma.com,FHdiFeLwCk3lmnFr,jorge381736,+56 9 3265 9924,6486019,18851,,,,4
Sr. Yolanda Cuellar Camacho,sryocuca420@viajes.cl,VKCmDF5NbQr4,Sr.camacho939,+56 9 3090 5817,9524942,,Diurno,Más vida,,6
Conchita Loera Treviño,Conchitatreviño617@tourket.com,etw8P4KrgOsonK,conchita6871605,+56 9 8033 5949,8654642,3817,,,,6
Octavio Véliz Guillen,octavio6319425@edubus.cal,vS6GokZeb0,octavio3079170,+56 2 9684 1420,1853001,,,,,5
Norma Otero Soria,Normasoria358@edubus.cal,,Normasoria974,+56 9 7336 3319,28586207,502,,,,8
,,lpOodI2BU,Cristinalaboy363,+56 9 8082 3315,26649451,1644,,,,3
Clemente Armenta Mojica,,20HRzMgxk1ea,clemente4213490,,16810929,0,,,,6
Rocio Gaytán Guajardo,rocio5625820@viajes.cl,z98KO97Efg3Imb,rogagu852,+56 9 4288 4858,,,Diurno,Banmédica,Part time,
Sra. Bernardo Martínez Nájera,Sra.nájera376@viajesanma.com,lpu6dwKZjifl,srbemaná507,+56 2 1006 9845,4914817,0,,,,8
Sonia Delgado Fajardo,Soniafajardo989@wass.com,x23CORcIsiJv2,Soniafajardo105,+56 9 7265 1458,8361503,,,,,6
,josefina344971@viajesanma.com,,Josefinaestrada706,+56 2 3751 8378,6073216,18345,,,,7
Estela Batista Benavides,esbabe625@marmol.com,XP8pknEew04HuO7F,esbabe460,+56 2 2267 1846,7126770,216,,,,9
Soledad Valdivia Domínguez,sovado821@viajesanma.com,9buD6Bny3avSl,sovado318,+56 2 9854 2303,2484149,0,,,,9
Julio Orellana Barraza,julio3900607@viajes.cl,XJSBfS9kkWCuC,julio2591546,+56 9 2842 4606,2381267,,Nocturno,Colmena,Full time,3
Carla Alonzo Mesa,carla4325758@viajes.cl,,Carlamesa820,+56 2 2150 9250,18190545,,Diurno,Banmédica,Part time,K
Sr. Inés Pantoja Cavazos,,fDYEAW9SE3hn,srinpaca363,+56 9 4198 9768,9275677,,Diurno,,Full time,7
Ricardo Padilla Gallegos,Ricardogallegos900@viajesanma.com,pfSjetU0kPN73e2,ripaga698,+56 2 4899 3134,4491675,-23608,,,,4
,Marcomarrero295@edubus.cal,Ji5cnbuh4TTW,maancama316,+56 2 7632 3231,29565700,5086,,,,6
Sta. Ariadna Rendón Bustos,Sta.bustos905@tourket.com,mR53bYNLJL,starrebu513,+56 9 5682 9498,6891988,6805,,,,6
Rocio Hernández Mateo,Rociomateo446@tourket.com,,rohema870,+56 9 4981 5669,23287556,,,,,9
Sta. Cristian Solano Vallejo,stcrsova938@viajes.cl,,Sta.vallejo583,+56 2 1367 4265,6362465,,Diurno,,Part time,9
Francisca Rangel Prado,Franciscaprado488@edubus.cal,8ZicH1Y2yJ9LgDBf,francisca303174,+56 2 1998 7425,8255698,15915,,,,2
Norma Tafoya Zamudio,norma1741100@tourket.com,CM4aUEF9,Normazamudio663,+56 9 5461 7952,,0,,,,
Gerardo Rocha Núñez,Gerardonúñez896@viajes.cl,zOi2iYn5qqV1,,+56 9 5881 2503,4780684,,Diurno,Más vida,Full time,4
Arturo Henríquez Echevarría,arturo6833221@viajesanma.com,fYddapVIBJ7oIghO,arheec778,+56 9 3264 8931,2709529,5232,,,,1
Andrés Balderas Ibarra,anbaib481@edubus.cal,,anbaib342,+56 9 9058 0794,28505997,11818,,,,6
Antonia Gonzales Naranjo,,Re6C80JdF5Pv,antonia6828176,+56 2 4047 4188,,-1888,,,,
,Juliomoreno764@outluc.com,pN9jyoIQ,jusemo500,,28957366,0,,,,6
Vicente Vela Moya,vivemo487@viajes.cl,JFE1xQmK8BN8x,Vicentemoya342,+56 9 7471 9476,3384265,,Diurno,Consalud,Full time,1
María Soledad Alonzo Cedillo,Maríacedillo654@viajes.cl,cguCrn5CsOpdlVj,Maríacedillo954,+56 9 3628 0169,-4447008,,Nocturno,Fonasa,,K
Concepción Romero Montez,Concepciónmontez148@wass.com,gYF9DBNpU1hH9kg,Concepciónmontez347,+56 2 0030 2744,2604215,1324,,,,1
Sra. Berta Leal Colunga,Sra.colunga196@marmol.com,Z0R42jss,sra.1732533,+56 9 4891 1300,1116435,14084,,,,8
Federico Rosales Rodríguez,Federicorodríguez126@viajes.cl,mXAHRE4l85Egk,Federicorodríguez214,+56 2 8056 9575,6059656,,,Fonasa,Full time,5
Reina Irizarry Rosado,reina7242419@marmol.com,39tYItT3vWvXEII,reirro721,+56 9 1917 5906,3076526,3282,,,,5
Andrea Gamboa Guardado,Andreaguardado405@marmol.com,ruMP7poB8kZ3,Andreaguardado653,+56 2 8858 0545,2030025,19323,,,,6
Rosa Barreto Verduzco,rosa7004561@viajes.cl,QoyOxd35,Rosaverduzco247,+56 2 3732 2748,8783201,,Nocturno,,Full time,5
Emilio Mondragón Peña,emilio6169968@wass.com,,emmope195,+56 9 6509 3424,7017653,35411,,,,K
Caridad Arevalo Granados,caridad3160340@edubus.cal,VEJdr6WZY,caridad611412,+56 9 8062 3018,4088229,2403,,,,4
Elena Holguín Zayas,elena9314173@outluc.com,,elena6074127,+56 9 1733 3448,28780065,1206,,,,7
,gumuba425@marmol.com,,Gustavobahena436,+56 9 2969 2577,5787712,-3913,,,,K
Raúl Núñez Delacrúz,raúl9381742@viajes.cl,iuJZZa5rNr2gf1,raúl6250250,+56 9 4046 3418,6860702,,Diurno,Consalud,Part time,7
Claudio Gonzales Guajardo,claudio8255363@edubus.cal,o4g6n5ydutH,,+56 9 6420 1204,29067880,8869,,,,3
David Villa Jáquez,,Isu2NltEY0,david6454150,+56 2 2610 1601,5611097,969,,,,6
Miguel Ángel Tirado Alvarado,miántial875@viajes.cl,vfPC9xfm,miguel8328522,+56 9 9091 2553,7149573,,Diurno,Banmédica,Full time,6
Lorena Jurado Marrero,Lorenamarrero270@viajesanma.com,a0ceIY3UBkusDE,,+56 2 9974 0231,24094427,15382,,,,8
Gabriel Carrera Alcántar,gacaal703@marmol.com,Q8Av1nDcET,gacaal593,+56 9 7587 9571,5872705,2200,,,,9
Susana Fajardo Leal,Susanaleal781@outluc.com,wKx3tmDfooJNLV5,Susanaleal990,+56 9 6468 4026,2199584,5621,,,,3
Sra. Mario Corral Montemayor,sra.7416842@viajesanma.com,059a0QZzSiPk6,Sra.montemayor630,+56 9 6322 0069,1258304,0,,,,4
Mónica Preciado Rael,mónica8949391@wass.com,3hXK037L06QhCK8a,móprra417,+56 9 3777 7666,,2328,,,,
María Cristina Robles Amador,macrroam739@tourket.com,OFAvvVXVYki1x39,macrroam944,+56 9 1845 5875,2400652,14311,,,,2
Sra. Laura Maya Reynoso,srlamare942@wass.com,q5zQNOCVbxawVtGi,sra.2511196,,8739422,0,,,,0
Lourdes Soliz Ordóñez,losoor897@wass.com,fdIxkAGvb1,lourdes9509659,+56 9 1560 9154,3081438,7884,,,,K
,gonzalo7217360@edubus.cal,Ua2AHzWd,gonzalo2408563,+56 2 2488 8644,-16844462,6013,,,,1
Guadalupe Venegas Patiño,Guadalupepatiño761@marmol.com,IA6j5vYhmcUeP8V,guvepa670,+56 2 0076 9419,7749508,0,,,,8
,Mercedesalmonte943@marmol.com,35mnmZ6VW,metoal329,+56 9 9498 5994,-19550427,30606,,,,K
Norma Méndez Ruelas,noméru838@viajes.cl,64XMzZ0YNeQT3M,norma4841235,+56 9 5585 7594,6151079,,Diurno,Consalud,Full time,6
,anpevé395@viajes.cl,UiFq4MgpM6,andrea4537520,+56 9 8975 3001,27264250,,Diurno,Más vida,Full time,8
Guillermo Gaitán Pedroza,guillermo8359897@edubus.cal,1MIoMTAbf,gugape718,+56 2 2284 5424,4605200,0,,,,5
,escabe683@outluc.com,6yZBgLX7BdbsFIye,Esterbenítez182,+56 9 1007 2910,11471232,0,,,,9
Ester Delrío Lovato,esdelo223@viajesanma.com,hZGq0nAuyir,ester2090125,+56 9 5876 5740,3481626,4716,,,,3
Miguel Macías Delvalle,mimade747@viajes.cl,6f2zx4NIM9,mimade380,+56 2 4307 8085,5285149,,Nocturno,Consalud,Full time,1
María Teresa Rincón Tello,Maríatello434@outluc.com,,maría2391522,+56 2 1606 9587,29427184,4788,,,,8
Catalina Casas Rubio,Catalinarubio795@edubus.cal,G2xJ2fFLOUp,Catalinarubio145,+56 2 5266 9924,8105638,3177,,,,2
,nicolás1945291@viajesanma.com,07ANFcM1FPU,Nicoláscastillo242,+56 2 4604 4329,26208672,5000,,,,0
,miánelbu961@marmol.com,,Miguelbustos405,+56 2 5931 4292,18396189,0,,,,6
Sta. Juana Ocampo Parra,Sta.parra771@marmol.com,,Sta.parra155,,20508918,,,,,7
Óscar Contreras Ballesteros,óscar6641495@viajesanma.com,,Óscarballesteros726,+56 2 2909 3941,,0,,,,
María Eugenia Rojas Bonilla,maeurobo361@viajes.cl,iynGmAxNE2s,maeurobo654,+56 2 8363 1256,8527612,,Diurno,Fonasa,Part time,3
Sra. Pedro Marín Salgado,Sra.salgado379@outluc.com,dOcdNv3nW,srpemasa953,+56 2 8473 2001,-7690370,0,,,,0
Salvador Cintrón Saldivar,sacisa212@edubus.cal,,Salvadorsaldivar589,+56 2 5948 6249,8226545,16325,,,,7
Jesús Domínquez Llamas,jedoll636@edubus.cal,rHXuOT9tGKKAMCL,jedoll561,+56 9 7223 2950,,3597,,,,
Manuel Delgado Peralta,manuel2099816@viajes.cl,,madepe447,+56 9 1968 3572,14037126,,Nocturno,Fonasa,Part time,2
Sr. Mateo Nieves Arredondo,,5GPFg4OVPlrmz,Sr.arredondo790,+56 2 6193 9321,7761839,8914,,,,2
Homero Olvera Bustamante,Homerobustamante964@wass.com,tSg4DjfrzE,hoolbu362,+56 2 6690 3343,3953717,16660,,,,6
Manuel Delao Barrera,madeba309@edubus.cal,pAridXK79,madeba151,+56 9 1276 2830,,,,,,
Ángela Centeno Yáñez,Ángelayáñez640@marmol.com,,Ángelayáñez698,+56 2 8557 7728,24214859,12988,,,,2
Susana Garica Hinojosa,,5YQRqZPwErfR8Ml,sugahi413,+56 9 3153 2742,25952501,4693,,,,2
Felipe Valenzuela Ulibarri,Felipeulibarri341@viajesanma.com,LAy8eKHYoh1H,Felipeulibarri754,+56 9 0182 4383,,6077,,,,
Daniela Canales Vega,,R0P44vCbxXHbH4M,dacave717,+56 9 4976 1325,22629240,8125,,,,3
Miguel Ángel Sevilla Anaya,miánsean481@tourket.com,QW7MEXjnhuk7,Miguelanaya395,+56 2 8496 5249,9406359,0,,,,0
Patricia Quintanilla Delgado,,NyX6JaD20HcmF87i,paqude425,+56 9 6518 7699,19876279,,Nocturno,Banmédica,Part time,2
Isabel Téllez Coronado,istéco579@outluc.com,hwmy8YEGZ2Ek,Isabelcoronado157,+56 2 5001 1491,6079092,27721,,,,2
Daniel Pantoja Ríos,,,daniel4005501,+56 2 1672 5498,6843900,9573,,,,0
Sr. Graciela Loera Banda,,B7TmrVlgNg,,+56 2 8219 6871,-13212604,2504,,,,6
Armando Prieto Navarro,armando8288965@tourket.com,WC1uFugkUlSQqpi0,Armandonavarro842,,,27038,,,,
,agustín2169362@wass.com,B9nkdZSKz,,+56 9 8593 8726,22865122,1126,,,,2
Sra. Vicente Maya Caraballo,sra.9796337@tourket.com,EStbLQ2nURI,sra.7668775,+56 9 7415 0274,3487456,0,,,,5
Joaquín Niño Flórez,Joaquínflórez697@outluc.com,xp461TGkNB2,Joaquínflórez725,+56 2 2792 6841,-12844792,0,,,,K
Antonio Rodrígez Castellanos,,,anroca904,+56 9 3815 5488,11697936,,Diurno,,Full time,5
,Saraalvarado572@marmol.com,ijDkQWBwCN0V9Y5r,Saraalvarado103,+56 2 0297 4093,24401007,1958,,,,5
Luis Carrion Mota,Luismota517@outluc.com,7NOEf6l0qWusiPE,lucamo800,+56 9 0740 2348,529385,,,,,5
Sra. Antonia Ulloa Padilla,sra.3077196@tourket.com,85SEepVqjr8,,+56 9 9838 4593,13293696,0,,,,K
,diabga267@marmol.com,67oWxJ1HDxdtM,Dianagarrido722,+56 2 7620 5791,11127877,6374,,,,6
Guillermo Mora Botello,,6ATuo6WgsK,guillermo3541917,+56 9 8425 9339,414279,,Nocturno,Fonasa,Full time,9
Isabela Arroyo Regalado,isarre176@wass.com,,isarre632,+56 9 7915 5004,9844764,3672,,,,4
José Luis Razo Olivares,joluraol831@wass.com,AXk86jsM7uFEl7,josé9964357,+56 2 2390 9132,7858029,7273,,,,1
,sofrcr758@viajesanma.com,,sonia4112120,+56 9 6916 4208,26828497,11661,,,,4
Clara Prado Saldaña,Clarasaldaña655@viajes.cl,lnh9Zz6iNj,Clarasaldaña990,+56 9 4488 8819,1897988,,Nocturno,Más vida,Full time,8
Sra. Virginia Rivera Deleón,sra.5088447@outluc.com,A0rMsdrtEjSt51L,srviride221,,5627399,4778,,,,9
Alicia Otero Guerra,Aliciaguerra634@outluc.com,kIxRF7G6g,Aliciaguerra783,+56 2 8898 2452,8879571,19540,,,,7
Sta. Susana Tijerina Sanches,sta.841216@marmol.com,U5qJW2F7WOdhu,stsutisa216,+56 2 4355 4998,929250,269,,,,0
Cristian Dueñas Lomeli,,bnL6dsBhS,cristian3157389,+56 2 3191 4304,9759640,16261,,,,9
Amalia Lara Portillo,,dGbfSVXyBsFR4,,+56 9 3573 9905,28154229,3515,,,,K
Óscar Bernal Bernal,Óscarbernal574@outluc.com,,ósbebe888,+56 9 8404 0438,22372829,507,,,,4
,Sta.abrego254@tourket.com,w3UhMLcWNKuP,sta.8079768,+56 9 8108 6891,27288178,0,,,,2
Sr. Micaela Núñez Mayorga,srminúma748@tourket.com,aQj2f9Yn4j,,,19181563,8456,,,,7
Jacobo Ruelas Cabrera,jaruca990@tourket.com,PApOI7ReMtW2cHrw,Jacobocabrera686,+56 2 2992 8010,9377951,7567,,,,7
Esperanza Samaniego Santacruz,,yh6XxGf4,essasa135,+56 9 1451 7469,4971614,0,,,,1
Sr. Agustín Cisneros Alba,Sr.alba619@edubus.cal,,sragcial992,+56 9 9007 4532,22054129,0,,,,0
,srvimona836@edubus.cal,YxAm2Zjn,Sra.narváez687,+56 2 6268 8230,-23569377,19778,,,,1
Marco Antonio Villareal Tejeda,Marcotejeda322@wass.com,RcsR0ODzuC,Marcotejeda430,+56 2 5173 7542,8399526,1848,,,,2
Josefina Sáenz Fuentes,josáfu986@viajesanma.com,2arMaMjU7sMDwn,,+56 2 3723 9433,22288960,8235,,,,K
David Solorio Acuña,dasoac580@marmol.com,qPS7rFKxkznRF8,david1652991,+56 9 9362 3010,594749,0,,,,9
Lola Duarte Treviño,,IUjEbyT9HFz,lola2905158,+56 9 6937 6746,16844510,,Nocturno,Fonasa,Part time,5
Guillermo Delafuente Saldaña,Guillermosaldaña643@viajes.cl,cfV2C2u8Lp3ET,guillermo6566619,+56 2 4814 2777,4937420,,Diurno,Más vida,Part time,8
,Benjamínávila884@marmol.com,QgACLgepF6RTy,Benjamínávila566,+56 9 2572 9451,6636414,14758,,,,3
Sta. Arturo Arce Alvarez,stararal347@viajes.cl,mbfy2RAd,sta.7469191,+56 9 9121 6297,3733727,,Diurno,Banmédica,Full time,7
Roberto Pagan Ledesma,ropale334@outluc.com,DR3lcKMeJ,Robertoledesma970,+56 2 7993 5398,,0,,,,
María Luisa Gamez Leiva,maría8334850@viajesanma.com,GjBqJ5US6Q,Maríaleiva547,+56 9 0052 8679,5902457,-7171,,,,4
Raquel Cervantes Montañez,racemo452@viajesanma.com,,raquel9926909,+56 2 0223 6542,17668949,0,,,,8
Pedro Lebrón Bravo,pelebr309@wass.com,A7mg39d0,pedro8076699,+56 9 4317 2372,4729480,4856,,,,0
Sra. Gerardo Sedillo Suárez,sra.7410924@tourket.com,,,+56 9 1800 0147,9362146,0,,,,8
Guillermo Medina Olivares,Guillermoolivares662@viajes.cl,,guillermo1402156,+56 2 3073 3692,20820300,,Nocturno,Banmédica,Part time,2
Sr. Sara Molina Otero,Sr.otero613@viajesanma.com,fE67QvJx5,,+56 2 8681 3223,26474556,4562,,,,K
Sta. Irene Bravo Valencia,stirbrva104@viajesanma.com,3a5btILNvSY2,sta.6611769,+56 9 7219 1417,9903825,9940,,,,K
Julia Gonzales Alarcón,julia8587147@marmol.com,93ztmnbKJPl5,jugoal246,+56 2 0344 3174,-24841458,24981,,,,8
Concepción Águilar Olvera,concepción7941327@tourket.com,weOOOnRb09vif,concepción1581438,+56 2 4592 2076,9369592,24016,,,,5
Ester Granado Tejada,Estertejada762@wass.com,,ester793348,+56 9 7633 4868,27680609,1366,,,,2
,srbegrqu492@viajes.cl,,,+56 2 9173 7110,24734476,,Nocturno,,Full time,4
Elena Alfaro Montez,elalmo454@marmol.com,AlH3eFcpR3,,+56 2 0900 5041,26842368,10127,,,,0
Sra. Rafael Sisneros Meza,sra.8376490@edubus.cal,WfNyQHksnf16,srrasime561,+56 9 6501 3027,,0,,,,
María Eugenia Covarrubias Delrío,maeucode191@edubus.cal,0v3fiRwfW,maría1510295,+56 2 6933 9058,8106887,,,,,9
,Miguelaraña665@viajes.cl,8azMzB6CL,Miguelaraña564,+56 9 0865 6077,4490628,,Nocturno,Banmédica,Full time,7
Olivia Armas Hernández,Oliviahernández922@marmol.com,jH54P2jO1,,,,12610,,,,
Daniela Alva Noriega,daalno295@viajes.cl,Yje6l0dj,Danielanoriega937,+56 9 3358 2347,3970139,,Diurno,Colmena,Part time,1
Jerónimo Méndez Valdez,jerónimo8920662@marmol.com,QHEpPCS08,jeméva604,+56 9 8098 9902,,9424,,,,
Emilio Vela Rosado,Emiliorosado632@viajesanma.com,3ghAleNY,emvero272,+56 9 5802 7848,7478294,0,,,,9
,Bernardosaucedo591@viajesanma.com,vgSZ0Of6M,bernardo1800203,+56 9 3179 1526,5667463,14447,,,,2
,,Ik0VAF5iRj0n,sta.6166392,+56 2 2125 0618,-23814228,,,,,8
Rodrigo Otero Maestas,rodrigo5648146@viajesanma.com,svREWS4rBQJFnX50,rodrigo6380863,+56 9 9635 0472,6511777,0,,,,0
Gonzalo Negrete Lomeli,gonelo638@viajesanma.com,p6i3291nReUPH8,gonelo979,+56 2 8074 9356,5025821,11513,,,,1
,Claudioescobedo824@viajes.cl,o0r18RvEaMkwB,claudio2045477,+56 2 3044 8173,20893547,,,Más vida,Full time,K
Patricio Duran Alemán,patricio8682387@viajesanma.com,,patricio7333167,+56 9 9628 2494,,2684,,,,
Sancho Lebrón Briseño,Sanchobriseño421@outluc.com,fTvBYIX3z,Sanchobriseño304,+56 2 3575 5664,9952162,8229,,,,7
Alfredo Orozco Castañeda,alorca168@viajesanma.com,nIfcvBHT5woWoCHy,alorca988,+56 2 9693 6329,4955301,16549,,,,3
Estela Bétancourt Ocasio,estela7481310@wass.com,,esbéoc821,+56 2 6416 5940,2614111,0,,,,7
Ramona Munguía Gamez,ramuga474@viajes.cl,mNcn028dMbK13UX,ramuga197,+56 2 9185 5427,6109796,,Nocturno,Colmena,Full time,1
Andrés Padrón Garay,Andrésgaray900@outluc.com,cdCMCtknPNA87S,anpaga444,+56 2 2815 1942,-7167302,5310,,,,2
Esperanza Serrano Segura,,e7qY4BcHDF,esperanza6822786,+56 2 0197 0628,2045148,8862,,,,3
,Sta.gaytán617@wass.com,D7VdsPNorI59sw3i,stpamoga387,+56 9 9062 6597,24343495,0,,,,5
Mariano Saavedra Ocampo,mariano1333835@edubus.cal,xLxJ9z4l7YE9iFE,masaoc969,+56 2 6249 0653,-22006616,12392,,,,9
,bernardo1750413@wass.com,QqESvaNFVT7jve,Bernardoquezada975,+56 2 0482 0204,,0,,,,
Jacobo Ureña Olvera,jacobo6193596@outluc.com,LrlEInY6v5C,jacobo6858299,+56 2 7473 1329,1411717,1637,,,,2
Sancho Méndez Bétancourt,Sanchobétancourt392@viajes.cl,5hjmIDKFoLR8NcpY,samébé268,+56 9 1681 2222,-1615010,,Nocturno,Fonasa,Part time,K
Mario Rodrígez Alarcón,,THodABpH7,mario8808698,+56 2 7273 5908,6520483,1722,,,,5
